genres,keywords,revenue,title,vote_average,vote_count,cast,director
Adventure Action Thriller,berlin cia vatican white house secret identity,397850012,Mission: Impossible III,6.5,2028,Tom Cruise Philip Seymour Hoffman Ving Rhames Billy Crudup Jonathan Rhys Meyers,J.J. Abrams
Action Drama Thriller,usa president conspiracy secret service the white house,205366737,White House Down,6.4,1891,Channing Tatum Jamie Foxx Joey King Maggie Gyllenhaal Richard Jenkins,Roland Emmerich
Adventure Animation Family,boy alien rescue martian alien abduction,38992758,Mars Needs Moms,5.5,199,Seth Green Joan Cusack Dan Fogler Breckin Meyer Elisabeth Harnois,Simon Wells
Adventure Animation Comedy Family,london england underworld return ship frog,64459316,Flushed Away,6,874,Hugh Jackman Kate Winslet Ian McKellen Jean Reno Bill Nighy,David Bowers
Adventure Family Fantasy,flying magic fairy tale peter pan mermaid,128388320,Pan,5.9,954,Levi Miller Garrett Hedlund Hugh Jackman Rooney Mara Amanda Seyfried,Joe Wright
Animation Adventure Family,father son relationship egypt intelligence adoption time travel,272912430,Mr. Peabody & Sherman,6.7,843,Ty Burrell Max Charles Ariel Winter Allison Janney Ellie Kemper,Rob Minkoff
Adventure Drama War,brother brother relationship adultery mythology beauty trojan war,497409852,Troy,6.9,2759,Brad Pitt Orlando Bloom Eric Bana Brian Cox Sean Bean,Wolfgang Petersen
Animation Family,madagascar 3d,746921274,Madagascar 3: Europe's Most Wanted,6.4,1808,Ben Stiller Sacha Baron Cohen David Schwimmer Frances McDormand Chris Rock,Conrad Vernon
Adventure Action Thriller,laser british secret service secret service agent space based weapon,431971116,Die Another Day,5.8,1092,Pierce Brosnan Halle Berry Rosamund Pike Rick Yune Toby Stephens,Lee Tamahori
Action Fantasy Comedy,female friendship ghost hunting reboot ghost,229147509,Ghostbusters,5.3,2142,Melissa McCarthy Kristen Wiig Kate McKinnon Leslie Jones Chris Hemsworth,Paul Feig
Action Thriller Science Fiction Adventure,saving the world paris moon cataclysm asteroid,553799566,Armageddon,6.4,2482,Bruce Willis Billy Bob Thornton Ben Affleck Liv Tyler Will Patton,Michael Bay
Action Adventure Comedy Science Fiction,saving the world secret identity sun glasses undercover space marine,441818803,Men in Black II,6,3114,Tommy Lee Jones Will Smith Rip Torn Lara Flynn Boyle Johnny Knoxville,Barry Sonnenfeld
Adventure Action Animation,denmark nordic mythology lie pride and vanity folk hero,195735876,Beowulf,5.5,841,Ray Winstone Angelina Jolie Anthony Hopkins Robin Wright John Malkovich,Robert Zemeckis
Action Adventure Animation Comedy Family,china martial arts kung fu village panda,521170825,Kung Fu Panda 3,6.7,1603,Jack Black Bryan Cranston Dustin Hoffman Angelina Jolie J.K. Simmons,Jennifer Yuh Nelson
Action Thriller Adventure,fight sequel mission explosion broken arm,694713380,Mission: Impossible - Ghost Protocol,6.8,3972,Tom Cruise Jeremy Renner Simon Pegg Paula Patton Anil Kapoor,Brad Bird
Fantasy Animation Family,dream santa claus nightmare easter bunny tooth fairy,306941670,Rise of the Guardians,7.1,1922,Chris Pine Alec Baldwin Jude Law Isla Fisher Hugh Jackman,Peter Ramsey
Comedy,based on novel desperation robber hold-up robbery remake,202026112,Fun with Dick and Jane,5.9,627,Jim Carrey T\u00e9a Leoni Alec Baldwin Richard Jenkins Angie Harmon,Dean Parisot
Drama Action War History,japan war crimes sense of guilt swordplay general,456758981,The Last Samurai,7.3,1895,Tom Cruise Ken Watanabe William Atherton Chad Lindberg Billy Connolly,Edward Zwick
Adventure Drama Action,moses bible ancient egypt 3d ramses,268031828,Exodus: Gods and Kings,5.6,1921,Christian Bale Joel Edgerton John Turturro Aaron Paul Ben Mendelsohn,Ridley Scott
Science Fiction Action Adventure,spacecraft teleportation space mission parachute time travel,385680446,Star Trek,7.4,4518,Chris Pine Zachary Quinto Leonard Nimoy Eric Bana Bruce Greenwood,J.J. Abrams
Fantasy Action,loss of lover spider thanksgiving bad boss hostility,821708551,Spider-Man,6.8,5265,Tobey Maguire Willem Dafoe Kirsten Dunst James Franco Cliff Robertson,Sam Raimi
Fantasy Action Adventure Animation Comedy,father son relationship wife husband relationship sacrifice viking sequel,609123048,How to Train Your Dragon 2,7.6,3106,Jay Baruchel Gerard Butler Kristen Wiig Jonah Hill Cate Blanchett,Dean DeBlois
Fantasy,egypt underworld fight mythology nile,150680864,Gods of Egypt,5.3,1277,Brenton Thwaites Nikolaj Coster-Waldau Gerard Butler Courtney Eaton Elodie Yung,Alex Proyas
Action,artificial intelligence u.s. navy aftercreditsstinger,76932943,Stealth,4.9,331,Josh Lucas Jessica Biel Jamie Foxx Sam Shepard Richard Roxburgh,Rob Cohen
Action Mystery Science Fiction,dc comics secret identity mass murder retirement based on comic book,185258983,Watchmen,7,2811,Malin \u00c5kerman Billy Crudup Carla Gugino Jeffrey Dean Morgan Patrick Wilson,Zack Snyder
Action Adventure Comedy Crime Thriller,lapd house on fire revolver,285444603,Lethal Weapon 4,6.3,767,Mel Gibson Danny Glover Joe Pesci Rene Russo Jet Li,Richard Donner
Drama Action Science Fiction,california san francisco monster general gun,245360480,Hulk,5.3,1533,Eric Bana Jennifer Connelly Sam Elliott Josh Lucas Nick Nolte,Ang Lee
Adventure Action Science Fiction Thriller,terror assassin secret technology missile,371876278,G.I. Joe: Retaliation,5.4,3025,Dwayne Johnson D.J. Cotrona Adrianne Palicki Bruce Willis Ray Park,Jon M. Chu
Action Adventure Comedy Drama Mystery,tyrant ironclad ship,119269486,Sahara,5.7,434,Matthew McConaughey Pen\u00e9lope Cruz Steve Zahn William H. Macy Lennie James,Breck Eisner
Adventure Action Animation Fantasy Science Fiction,battle assignment dystopia alien downfall scientist,85131830,Final Fantasy: The Spirits Within,5.9,433,Donald Sutherland Ming-Na Wen Alec Baldwin Ving Rhames Steve Buscemi,Hironobu Sakaguchi
Action Adventure Science Fiction,new york usa world war ii nazis marvel comic,370569774,Captain America: The First Avenger,6.6,7047,Chris Evans Hugo Weaving Tommy Lee Jones Hayley Atwell Sebastian Stan,Joe Johnston
Adventure Action Thriller,british mission oil heiress bilbao spain,361832400,The World Is Not Enough,6,862,Pierce Brosnan Sophie Marceau Robert Carlyle Denise Richards Robbie Coltrane,Michael Apted
Adventure,naturalist frigate self surgery sea battle weevil,212011111,Master and Commander: The Far Side of the World,6.9,790,Russell Crowe Paul Bettany James D'Arcy Billy Boyd Joseph Morgan,Peter Weir
Adventure Fantasy Drama Romance,vampire romance villainess super strength imprinting,829000000,The Twilight Saga: Breaking Dawn - Part 2,6.1,2553,Kristen Stewart Robert Pattinson Taylor Lautner Peter Facinelli Elizabeth Reaser,Bill Condon
Animation Comedy Family,penguin musical aftercreditsstinger 3d,150406466,Happy Feet Two,5.8,373,Elijah Wood Robin Williams Pink E.G. Daily Johnny A. Sanchez,George Miller
Science Fiction Action Adventure,new york rio de janeiro marvel comic superhero based on comic book,163712074,The Incredible Hulk,6.1,3021,Edward Norton Liv Tyler Tim Roth William Hurt Tim Blake Nelson,Louis Leterrier
Adventure Family Fantasy,london england england based on novel queen little girl,183345589,The BFG,6,1000,Ruby Barnhill Mark Rylance Rebecca Hall Jemaine Clement Bill Hader,Steven Spielberg
Western Drama Adventure Thriller,father son relationship rape based on novel mountains winter,532950503,The Revenant,7.3,6396,Leonardo DiCaprio Tom Hardy Will Poulter Domhnall Gleeson Paul Anderson,Alejandro Gonz\u00e1lez I\u00f1\u00e1rritu
Animation Family,underdog car race dream speed power,282570682,Turbo,6.1,1074,Ryan Reynolds Paul Giamatti Michael Pe\u00f1a Samuel L. Jackson Luis Guzm\u00e1n,David Soren
Animation Comedy Family Western Adventure,sheriff nevada pet rango chameleon,245724603,Rango,6.6,2051,Johnny Depp Isla Fisher Ned Beatty Bill Nighy Alfred Molina,Gore Verbinski
Family Animation Adventure Comedy,penguin madagascar 3d,373552094,Penguins of Madagascar,6.5,1346,Tom McGrath Chris Miller Christopher Knights Conrad Vernon John Malkovich,Eric Darnell
Action Drama Mystery Thriller,paris corruption madrid assassin based on novel,442824138,The Bourne Ultimatum,7.3,2888,Matt Damon Julia Stiles David Strathairn Scott Glenn Paddy Considine,Paul Greengrass
Adventure Animation Family Comedy,china martial arts kung fu mentor snake,631744560,Kung Fu Panda,6.9,3145,Jack Black Dustin Hoffman Angelina Jolie Jackie Chan Lucy Liu,Mark Osborne
Science Fiction Action Adventure,marvel comic superhero based on comic book aftercreditsstinger duringcreditsstinger,519311965,Ant-Man,7,5880,Paul Rudd Michael Douglas Evangeline Lilly Corey Stoll Bobby Cannavale,Peyton Reed
Adventure Action Science Fiction,competition based on novel mentor secret factory,847423452,The Hunger Games: Catching Fire,7.4,6495,Jennifer Lawrence Josh Hutcherson Liam Hemsworth Woody Harrelson Elizabeth Banks,Francis Lawrence
Fantasy Comedy Animation Science Fiction Family,friendship spaceship space alien alien invasion,368871007,Home,6.8,1519,Jim Parsons Rihanna Steve Martin Jennifer Lopez Matt Jones,Tim Johnson
Adventure Thriller Science Fiction,post traumatic stress  disorder new jersey airplane dystopia daughter,591739379,War of the Worlds,6.2,2322,Tom Cruise Dakota Fanning Miranda Otto Justin Chatwin Tim Robbins,Steven Spielberg
Adventure Action Comedy Thriller Crime,miami ku klux klan cuba undercover mexican standoff,273339556,Bad Boys II,6.3,1564,Martin Lawrence Will Smith Jordi Moll\u00e0 Gabrielle Union Peter Stormare,Michael Bay
Action Adventure Animation Family Fantasy,adventure fairy-tale figure,554987477,Puss in Boots,6.4,451,Antonio Banderas Salma Hayek Zach Galifianakis Billy Bob Thornton Amy Sedaris,Chris Miller
Action Mystery Thriller,assassination spy cia kidnapping cold war,293329073,Salt,6.2,2093,Angelina Jolie Liev Schreiber Chiwetel Ejiofor Daniel Olbrychski August Diehl,Phillip Noyce
Drama Adventure,bible god noah 3d,362637473,Noah,5.6,2350,Russell Crowe Jennifer Connelly Emma Watson Logan Lerman Anthony Hopkins,Darren Aronofsky
Adventure Animation Mystery,riddle captain treasure liquor treasure hunt,371940071,The Adventures of Tintin,6.7,2061,Jamie Bell Andy Serkis Daniel Craig Nick Frost Simon Pegg,Steven Spielberg
Adventure Fantasy Family,flying traitor magic cutting the cord child hero,789804554,Harry Potter and the Prisoner of Azkaban,7.7,5877,Daniel Radcliffe Rupert Grint Emma Watson Gary Oldman David Thewlis,Alfonso Cuar\u00f3n
Drama,missionary world war ii ranch australia british,49554002,Australia,6.3,694,Nicole Kidman Hugh Jackman Essie Davis David Wenham Bryan Brown,Baz Luhrmann
Science Fiction Action Adventure,dystopia,243843127,After Earth,5,2532,Jaden Smith Will Smith Sophie Okonedo Zo\u00eb Kravitz Glenn Morshower,M. Night Shyamalan
Animation Family,cataclysm asteroid leader comet animation,354248063,Dinosaur,6.2,542,D. B. Sweeney Alfre Woodard Ossie Davis Max Casella Hayden Panettiere,Ralph Zondag
Adventure Comedy Fantasy Family,night watchman museum natural history history smithsonian,349424282,Night at the Museum: Secret of the Tomb,6.1,1851,Ben Stiller Rami Malek Rebel Wilson Robin Williams Owen Wilson,Shawn Levy
Animation Action Comedy Family Science Fiction,saving the world date prison secret identity fish,321887208,Megamind,6.7,1918,Will Ferrell Brad Pitt Tina Fey Jonah Hill David Cross,Tom McGrath
Adventure Fantasy Family,witch christmas party magic cutting the cord halloween,976475550,Harry Potter and the Philosopher's Stone,7.5,7006,Daniel Radcliffe Rupert Grint Emma Watson Richard Harris Tom Felton,Chris Columbus
Fantasy Action Comedy Crime,gold police operation partner revenge undead,61648500,R.I.P.D.,5.4,1260,Jeff Bridges Ryan Reynolds Kevin Bacon Stephanie Szostak Mary-Louise Parker,Robert Schwentke
Adventure Fantasy Action,exotic island blacksmith east india trading company gold marriage proposal,655011224,Pirates of the Caribbean: The Curse of the Black Pearl,7.5,6985,Johnny Depp Geoffrey Rush Orlando Bloom Keira Knightley Jack Davenport,Gore Verbinski
Science Fiction Adventure Thriller,resistance post-apocalyptic dystopia war sequel,752100229,The Hunger Games: Mockingjay - Part 1,6.6,5584,Jennifer Lawrence Josh Hutcherson Liam Hemsworth Woody Harrelson Donald Sutherland,Francis Lawrence
Thriller Mystery,paris holy grail christianity monk based on novel,767820459,The Da Vinci Code,6.5,2704,Tom Hanks Audrey Tautou Ian McKellen Paul Bettany Jean Reno,Ron Howard
Animation Adventure Comedy Family,bird sequel jungle audition amazon rainforest,500188435,Rio 2,6.3,978,Jesse Eisenberg Anne Hathaway Leslie Mann Jamie Foxx Andy Garc\u00eda,Carlos Saldanha
Adventure Action Science Fiction Thriller,mutant marvel comic superhero based on comic book superhuman,407711549,X2,6.8,3506,Patrick Stewart Hugh Jackman Ian McKellen Halle Berry Famke Janssen,Bryan Singer
Action Thriller Crime,brazil fbi freedom escape from prison car crash,626137675,Fast Five,7.1,2438,Vin Diesel Paul Walker Jordana Brewster Tyrese Gibson Ludacris,Justin Lin
Adventure Action Crime Mystery,detective inspector steampunk criminal mastermind,334615000,Sherlock Holmes: A Game of Shadows,7,3886,Robert Downey Jr. Jude Law Jared Harris Noomi Rapace Kelly Reilly,Guy Ritchie
Adventure Fantasy Action,hades mythology greek mythology zeus medusa,232713139,Clash of the Titans,5.6,2233,Sam Worthington Liam Neeson Ralph Fiennes Gemma Arterton Jason Flemyng,Louis Leterrier
Action Adventure Science Fiction,oxygen falsely accused resistance mars double life,261317921,Total Recall,7.1,1710,Arnold Schwarzenegger Sharon Stone Rachel Ticotin Ronny Cox Michael Ironside,Paul Verhoeven
Adventure Fantasy Action,witch cave arabian scandinavia bagdad,61698899,The 13th Warrior,6.4,510,Antonio Banderas Vladimir Kulich Dennis Storh\u00f8i Daniel Southern Clive Russell,John McTiernan
Action Thriller,assassin wolf maryland suicide by gunshot rooftop,276572938,The Bourne Legacy,6,2651,Jeremy Renner Rachel Weisz Edward Norton Scott Glenn Stacy Keach,Tony Gilroy
Action Crime Fantasy,double life dc comics dual identity crime fighter fictional place,238207122,Batman & Robin,4.2,1418,George Clooney Chris O'Donnell Arnold Schwarzenegger Uma Thurman Alicia Silverstone,Joel Schumacher
Family Comedy Fantasy,holiday christmas party new love santa claus village,345141403,How the Grinch Stole Christmas,6.2,1386,Jim Carrey Taylor Momsen Jeffrey Tambor Christine Baranski Bill Irwin,Ron Howard
Action Adventure Science Fiction Thriller,saving the world library cataclysm climate change greenhouse effect,544272402,The Day After Tomorrow,6.2,2392,Dennis Quaid Jake Gyllenhaal Emmy Rossum Dash Mihok Jay O. Sanders,
Adventure Action Thriller,terror spain cia helicopter secret identity,546388105,Mission: Impossible II,5.9,1928,Tom Cruise Dougray Scott Thandie Newton Ving Rhames Richard Roxburgh,John Woo
Drama,u.s. air force grocery jamaican meteorologist rescue boat,325756637,The Perfect Storm,6.2,597,George Clooney Mark Wahlberg Diane Lane John C. Reilly William Fichtner,Wolfgang Petersen
Adventure Fantasy Action Thriller,fire helicopter surfboard mask satellite,289047763,Fantastic 4: Rise of the Silver Surfer,5.4,2589,Ioan Gruffudd Jessica Alba Chris Evans Michael Chiklis Julian McMahon,Tim Story
Adventure Drama Action,ocean shipwreck hindu tiger faith,609016565,Life of Pi,7.2,5797,Suraj Sharma Irrfan Khan Ayush Tandon Gautam Belur Adil Hussain,Ang Lee
Thriller Action Fantasy Horror,mephisto religion and supernatural dying and death devil's son ghost world,228738393,Ghost Rider,5.2,1712,Nicolas Cage Eva Mendes Wes Bentley Donal Logue Sam Elliott,Mark Steven Johnson
Action Thriller,assassin amnesia flashback,415484914,Jason Bourne,5.9,2341,Matt Damon Alicia Vikander Tommy Lee Jones Vincent Cassel Julia Stiles,Paul Greengrass
Action Adventure Comedy,robbery secret identity secret agent,259175788,Charlie's Angels: Full Throttle,5.2,914,Cameron Diaz Drew Barrymore Lucy Liu Bernie Mac Robert Patrick,McG
Science Fiction Adventure Mystery,android dystopia alien spin off creation,403170142,Prometheus,6.3,5080,Noomi Rapace Michael Fassbender Guy Pearce Idris Elba Logan Marshall-Green,Ridley Scott
Family Adventure Animation Comedy,mouse falcon bird friendship family,169956806,Stuart Little 2,5.4,613,Michael J. Fox Geena Davis Hugh Laurie Jonathan Lipnicki Anna Hoelck,Rob Minkoff
Science Fiction Action Drama Thriller,dystopia space station class conflict,286140700,Elysium,6.4,3439,Matt Damon Jodie Foster Sharlto Copley Alice Braga Diego Luna,Neill Blomkamp
Action Science Fiction,prison dystopia matter of life and death outer space intergalactic travel,115772733,The Chronicles of Riddick,6.3,1570,Vin Diesel Thandie Newton Karl Urban Colm Feore Linus Roache,David Twohy
